customer_id,age_group,income_level,occupation,risk_tolerance,transaction_date,transaction_month,products,product_categories,total_amount
C0209,25-30,低,企业职员,保守型,2025-08-13,2025-08,"定期存款,保险,信用卡","存款类,保障类,信贷类",185361
C0260,31-35,高,企业职员,稳健型,2025-04-18,2025-04,理财产品,投资类,276472
C0225,31-35,高,企业职员,保守型,2025-11-29,2025-11,"贵金属,定期存款,大额存单","投资类,存款类,存款类",344878
C0283,31-35,中,个体户,稳健型,2025-02-10,2025-02,"定期存款,贵金属,基金,活期存款,信用卡","存款类,投资类,投资类,存款类,信贷类",758153
C0411,36-40,高,公务员,进取型,2025-06-08,2025-06,"基金,年金,国债,定期存款","投资类,保障类,投资类,存款类",773611
C0216,41-45,中,公务员,稳健型,2025-06-11,2025-06,"理财产品,活期存款,保险,大额存单,股票","投资类,存款类,保障类,存款类,投资类",467705
C0164,36-40,高,公务员,保守型,2025-05-28,2025-05,"大额存单,活期存款,定期存款,国债,保险","存款类,存款类,存款类,投资类,保障类",711878
C0199,36-40,中,企业职员,进取型,2025-02-15,2025-02,活期存款,存款类,236275
C0169,25-30,中,企业职员,进取型,2025-11-06,2025-11,"外汇,活期存款,基金,保险,信用卡","投资类,存款类,投资类,保障类,信贷类",519169
C0201,41-45,中,公务员,稳健型,2025-10-12,2025-10,国债,投资类,124620
C0278,36-40,低,自由职业,保守型,2025-11-21,2025-11,"定期存款,活期存款","存款类,存款类",34984
C0075,41-45,中,个体户,保守型,2025-02-23,2025-02,"基金,信用卡","投资类,信贷类",276209
C0111,25-30,高,企业职员,稳健型,2025-05-09,2025-05,"信托,保险","投资类,保障类",113955
C0131,36-40,中,退休人员,进取型,2025-07-07,2025-07,国债,投资类,192998
C0073,31-35,中,企业职员,保守型,2025-06-16,2025-06,"基金,保险,国债,定期存款","投资类,保障类,投资类,存款类",366091
C0500,46-50,低,企业职员,保守型,2025-07-19,2025-07,"活期存款,基金,国债,定期存款,年金","存款类,投资类,投资类,存款类,保障类",170722
C0294,36-40,中,公务员,稳健型,2025-04-08,2025-04,"保险,定期存款,大额存单","保障类,存款类,存款类",165471
C0374,31-35,低,公务员,稳健型,2025-09-20,2025-09,"股票,定期存款,信用卡","投资类,存款类,信贷类",212402
C0117,46-50,中,企业职员,进取型,2025-02-15,2025-02,"信用卡,住房贷款,理财产品","信贷类,信贷类,投资类",334396
C0122,36-40,高,企业职员,稳健型,2025-01-11,2025-01,"股票,年金","投资类,保障类",312187
C0313,46-50,高,退休人员,稳健型,2025-01-26,2025-01,"基金,活期存款,定期存款,信托","投资类,存款类,存款类,投资类",348334
C0422,25-30,高,自由职业,稳健型,2025-11-16,2025-11,"消费贷款,外汇,定期存款,基金","信贷类,投资类,存款类,投资类",2156586
C0001,31-35,高,个体户,进取型,2025-08-24,2025-08,"大额存单,保险","存款类,保障类",270165
C0457,36-40,中,企业职员,进取型,2025-07-08,2025-07,"基金,年金,股票","投资类,保障类,投资类",271910
C0334,31-35,高,退休人员,进取型,2025-05-26,2025-05,"信用卡,股票","信贷类,投资类",492055
C0421,31-35,高,公务员,进取型,2025-01-17,2025-01,"基金,股票,定期存款","投资类,投资类,存款类",542182
C0090,25-30,中,自由职业,稳健型,2025-06-30,2025-06,"保险,理财产品","保障类,投资类",309205
C0152,25-30,中,企业职员,稳健型,2025-03-27,2025-03,"基金,住房贷款,活期存款","投资类,信贷类,存款类",314608
C0423,36-40,高,企业职员,进取型,2025-09-03,2025-09,年金,保障类,23311
C0271,41-45,低,公务员,进取型,2025-09-15,2025-09,"基金,活期存款,贵金属","投资类,存款类,投资类",126013
C0421,31-35,高,公务员,进取型,2025-07-05,2025-07,"活期存款,信用卡","存款类,信贷类",655619
C0369,41-45,中,企业职员,稳健型,2025-04-08,2025-04,"国债,信用卡,贵金属,年金","投资类,信贷类,投资类,保障类",543256
C0412,25-30,中,企业职员,进取型,2025-08-12,2025-08,"贵金属,国债","投资类,投资类",369903
C0480,41-45,中,公务员,稳健型,2025-11-26,2025-11,"理财产品,贵金属,活期存款","投资类,投资类,存款类",239014
C0396,31-35,中,公务员,稳健型,2025-04-21,2025-04,"消费贷款,信用卡,大额存单,定期存款","信贷类,信贷类,存款类,存款类",215969
C0016,31-35,中,自由职业,稳健型,2025-11-29,2025-11,"定期存款,大额存单,活期存款,消费贷款,信用卡","存款类,存款类,存款类,信贷类,信贷类",421250
C0200,46-50,中,自由职业,进取型,2025-11-02,2025-11,"活期存款,贵金属","存款类,投资类",56801
C0171,41-45,中,企业职员,稳健型,2025-05-14,2025-05,"消费贷款,活期存款,理财产品","信贷类,存款类,投资类",140260
C0111,25-30,高,企业职员,稳健型,2025-05-17,2025-05,"活期存款,理财产品","存款类,投资类",586888
C0464,41-45,高,退休人员,稳健型,2025-10-07,2025-10,"理财产品,大额存单","投资类,存款类",404425
C0301,41-45,低,企业职员,保守型,2025-06-24,2025-06,"活期存款,定期存款,大额存单,信用卡,住房贷款","存款类,存款类,存款类,信贷类,信贷类",227898
C0233,36-40,中,企业职员,进取型,2025-07-12,2025-07,"住房贷款,定期存款","信贷类,存款类",180438
C0439,25-30,低,退休人员,稳健型,2025-08-08,2025-08,"贵金属,信用卡","投资类,信贷类",115145
C0177,25-30,高,企业职员,进取型,2025-02-06,2025-02,"定期存款,基金,股票","存款类,投资类,投资类",245175
C0046,31-35,低,自由职业,进取型,2025-11-24,2025-11,"消费贷款,信用卡","信贷类,信贷类",215470
C0064,41-45,中,企业职员,稳健型,2025-12-09,2025-12,"基金,理财产品,国债","投资类,投资类,投资类",161173
C0313,46-50,高,退休人员,稳健型,2025-04-13,2025-04,"国债,定期存款,保险","投资类,存款类,保障类",293926
C0134,46-50,中,退休人员,进取型,2025-12-13,2025-12,"国债,年金,保险","投资类,保障类,保障类",412640
C0343,31-35,中,退休人员,保守型,2025-05-28,2025-05,"理财产品,国债","投资类,投资类",106278
C0498,36-40,高,个体户,稳健型,2025-10-24,2025-10,"大额存单,保险,活期存款","存款类,保障类,存款类",302421
C0152,25-30,中,企业职员,稳健型,2025-01-19,2025-01,"国债,基金,股票","投资类,投资类,投资类",189141
C0429,41-45,中,企业职员,进取型,2025-05-06,2025-05,"信用卡,国债,基金","信贷类,投资类,投资类",251653
C0418,25-30,中,企业职员,进取型,2025-12-02,2025-12,"理财产品,基金","投资类,投资类",538479
C0122,36-40,高,企业职员,稳健型,2025-03-11,2025-03,"活期存款,定期存款,国债","存款类,存款类,投资类",424181
C0244,41-45,中,企业职员,稳健型,2025-11-25,2025-11,"理财产品,信用卡,大额存单","投资类,信贷类,存款类",168369
C0069,41-45,高,公务员,进取型,2025-09-04,2025-09,"年金,信用卡,活期存款","保障类,信贷类,存款类",282733
C0105,31-35,中,个体户,进取型,2025-01-08,2025-01,"基金,活期存款,定期存款","投资类,存款类,存款类",290239
C0060,31-35,低,公务员,保守型,2025-10-06,2025-10,"信用卡,活期存款,理财产品","信贷类,存款类,投资类",137642
C0223,25-30,低,个体户,进取型,2025-03-30,2025-03,"基金,活期存款","投资类,存款类",197575
C0375,36-40,中,企业职员,进取型,2025-03-11,2025-03,"活期存款,大额存单","存款类,存款类",130476
C0214,31-35,高,企业职员,稳健型,2025-11-11,2025-11,股票,投资类,235704
C0492,36-40,中,企业职员,稳健型,2025-02-04,2025-02,"定期存款,消费贷款,理财产品,活期存款","存款类,信贷类,投资类,存款类",225851
C0500,46-50,低,企业职员,保守型,2025-03-24,2025-03,"大额存单,信用卡,年金,活期存款","存款类,信贷类,保障类,存款类",96726
C0337,41-45,中,企业职员,稳健型,2025-06-23,2025-06,"股票,活期存款,理财产品","投资类,存款类,投资类",384088
C0078,41-45,中,公务员,保守型,2025-03-31,2025-03,外汇,投资类,58439
C0214,31-35,高,企业职员,稳健型,2025-02-28,2025-02,"住房贷款,国债,活期存款,外汇","信贷类,投资类,存款类,投资类",1460442
C0001,31-35,高,个体户,进取型,2025-08-07,2025-08,"活期存款,理财产品","存款类,投资类",317412
C0417,46-50,高,企业职员,进取型,2025-06-27,2025-06,"国债,理财产品","投资类,投资类",861709
C0048,36-40,中,企业职员,进取型,2025-08-12,2025-08,"消费贷款,基金,股票,保险,信用卡","信贷类,投资类,投资类,保障类,信贷类",260667
C0206,41-45,低,企业职员,保守型,2025-12-01,2025-12,大额存单,存款类,18384
C0079,25-30,高,自由职业,进取型,2025-07-09,2025-07,"理财产品,年金,基金,定期存款,活期存款","投资类,保障类,投资类,存款类,存款类",530783
C0377,31-35,中,公务员,稳健型,2025-12-15,2025-12,"基金,信用卡,股票","投资类,信贷类,投资类",229168
C0056,36-40,中,企业职员,稳健型,2025-04-04,2025-04,"基金,年金","投资类,保障类",81121
C0122,36-40,高,企业职员,稳健型,2025-05-08,2025-05,"基金,大额存单","投资类,存款类",215542
C0482,41-45,低,公务员,保守型,2025-12-16,2025-12,"住房贷款,理财产品,消费贷款","信贷类,投资类,信贷类",259103
C0488,31-35,中,企业职员,保守型,2025-07-20,2025-07,"定期存款,活期存款","存款类,存款类",104098
C0422,25-30,高,自由职业,稳健型,2025-09-08,2025-09,保险,保障类,36340
C0216,41-45,中,公务员,稳健型,2025-05-12,2025-05,"理财产品,贵金属,保险","投资类,投资类,保障类",232033
C0018,25-30,高,个体户,稳健型,2025-07-01,2025-07,"基金,保险","投资类,保障类",438689
C0407,31-35,中,企业职员,稳健型,2025-07-01,2025-07,信用卡,信贷类,124843
C0248,31-35,高,个体户,进取型,2025-05-26,2025-05,"保险,理财产品,股票,住房贷款,信用卡","保障类,投资类,投资类,信贷类,信贷类",539220
C0179,36-40,中,企业职员,进取型,2025-07-17,2025-07,"信用卡,活期存款","信贷类,存款类",69277
C0024,41-45,中,个体户,稳健型,2025-03-24,2025-03,"活期存款,定期存款","存款类,存款类",34432
C0459,36-40,高,自由职业,进取型,2025-07-31,2025-07,"保险,股票,信用卡,理财产品","保障类,投资类,信贷类,投资类",604257
C0057,31-35,中,退休人员,稳健型,2025-10-18,2025-10,"活期存款,信用卡,定期存款,国债","存款类,信贷类,存款类,投资类",205120
C0026,25-30,中,企业职员,稳健型,2025-12-02,2025-12,信用卡,信贷类,76088
C0187,31-35,高,企业职员,进取型,2025-01-23,2025-01,"国债,股票,信用卡,消费贷款,保险","投资类,投资类,信贷类,信贷类,保障类",1277032
C0081,36-40,高,个体户,稳健型,2025-05-20,2025-05,"保险,贵金属,定期存款,股票","保障类,投资类,存款类,投资类",337063
C0410,31-35,低,退休人员,进取型,2025-12-01,2025-12,"基金,活期存款,大额存单,消费贷款,理财产品","投资类,存款类,存款类,信贷类,投资类",165437
C0079,25-30,高,自由职业,进取型,2025-03-08,2025-03,"定期存款,消费贷款","存款类,信贷类",770153
C0391,31-35,中,个体户,稳健型,2025-04-15,2025-04,"理财产品,信托","投资类,投资类",154352
C0226,31-35,低,企业职员,稳健型,2025-06-07,2025-06,"基金,活期存款,定期存款,大额存单","投资类,存款类,存款类,存款类",182702
C0015,25-30,低,企业职员,保守型,2025-03-03,2025-03,"定期存款,基金,信用卡,活期存款","存款类,投资类,信贷类,存款类",184457
C0074,41-45,中,企业职员,稳健型,2025-01-25,2025-01,"定期存款,理财产品,活期存款","存款类,投资类,存款类",207487
C0145,25-30,高,企业职员,稳健型,2025-08-04,2025-08,"活期存款,基金,理财产品,消费贷款,大额存单","存款类,投资类,投资类,信贷类,存款类",1385367
C0496,31-35,高,公务员,稳健型,2025-07-31,2025-07,"理财产品,年金,消费贷款,保险,国债","投资类,保障类,信贷类,保障类,投资类",421829
C0436,41-45,高,个体户,保守型,2025-01-26,2025-01,"大额存单,消费贷款","存款类,信贷类",82740
C0450,41-45,低,企业职员,保守型,2025-10-25,2025-10,"定期存款,理财产品,信用卡","存款类,投资类,信贷类",108076
C0356,31-35,中,企业职员,保守型,2025-07-08,2025-07,"基金,活期存款,国债","投资类,存款类,投资类",753112
C0134,46-50,中,退休人员,进取型,2025-05-28,2025-05,"保险,国债","保障类,投资类",49845
C0026,25-30,中,企业职员,稳健型,2025-05-01,2025-05,"定期存款,住房贷款,保险","存款类,信贷类,保障类",244435
C0044,36-40,中,公务员,保守型,2025-09-26,2025-09,"贵金属,基金,大额存单","投资类,投资类,存款类",122186
C0337,41-45,中,企业职员,稳健型,2025-09-11,2025-09,保险,保障类,92017
C0100,41-45,中,个体户,进取型,2025-03-19,2025-03,"理财产品,贵金属,活期存款","投资类,投资类,存款类",286888
C0222,41-45,中,个体户,保守型,2025-02-20,2025-02,"基金,国债","投资类,投资类",174322
C0357,46-50,高,企业职员,进取型,2025-10-31,2025-10,"信托,理财产品","投资类,投资类",534533
C0181,46-50,低,企业职员,稳健型,2025-10-20,2025-10,活期存款,存款类,28307
C0328,31-35,高,企业职员,进取型,2025-05-29,2025-05,"信托,消费贷款,保险,理财产品","投资类,信贷类,保障类,投资类",921957
C0401,31-35,中,企业职员,稳健型,2025-05-25,2025-05,"信用卡,股票,活期存款,定期存款","信贷类,投资类,存款类,存款类",464217
C0019,25-30,中,个体户,稳健型,2025-05-10,2025-05,年金,保障类,40734
C0262,41-45,高,企业职员,保守型,2025-05-05,2025-05,"国债,股票,理财产品","投资类,投资类,投资类",295289
C0212,25-30,中,企业职员,进取型,2025-04-22,2025-04,"活期存款,股票","存款类,投资类",97285
C0469,36-40,高,个体户,进取型,2025-12-08,2025-12,"理财产品,信用卡,股票","投资类,信贷类,投资类",1346668
C0246,31-35,高,企业职员,保守型,2025-07-08,2025-07,"大额存单,消费贷款,活期存款","存款类,信贷类,存款类",689371
C0200,46-50,中,自由职业,进取型,2025-09-05,2025-09,"理财产品,股票","投资类,投资类",343253
C0220,41-45,高,企业职员,稳健型,2025-11-09,2025-11,"信用卡,活期存款,大额存单","信贷类,存款类,存款类",496797
C0234,46-50,中,企业职员,稳健型,2025-10-09,2025-10,"年金,基金,理财产品","保障类,投资类,投资类",418489
C0084,25-30,低,企业职员,保守型,2025-10-18,2025-10,"理财产品,保险,消费贷款,定期存款","投资类,保障类,信贷类,存款类",154595
C0089,36-40,低,企业职员,稳健型,2025-11-20,2025-11,"保险,大额存单,定期存款,活期存款","保障类,存款类,存款类,存款类",54834
C0182,36-40,高,企业职员,进取型,2025-01-13,2025-01,"理财产品,股票","投资类,投资类",381451
C0386,41-45,低,公务员,保守型,2025-04-18,2025-04,"理财产品,国债,活期存款,保险,消费贷款","投资类,投资类,存款类,保障类,信贷类",179663
C0032,31-35,中,自由职业,进取型,2025-09-28,2025-09,"外汇,消费贷款,贵金属,活期存款","投资类,信贷类,投资类,存款类",252963
C0416,36-40,中,自由职业,稳健型,2025-12-21,2025-12,"定期存款,保险","存款类,保障类",32424
C0026,25-30,中,企业职员,稳健型,2025-05-31,2025-05,"股票,活期存款","投资类,存款类",100872
C0189,36-40,中,企业职员,进取型,2025-09-12,2025-09,"国债,活期存款","投资类,存款类",109707
C0357,46-50,高,企业职员,进取型,2025-09-13,2025-09,"活期存款,国债,信用卡,基金","存款类,投资类,信贷类,投资类",720731
